alpha_param,beta_param,gamma_param,lambda_param,delta_param,r,k,acc
100.0,0.1,0.01,0.1,1e-05,0.1,270.0,0.8179468242245199
100.0,0.1,0.01,0.1,1e-06,0.1,270.0,0.7843426883308715
100.0,0.1,0.01,0.01,0.0001,0.1,270.0,0.7850812407680945
100.0,0.1,0.01,0.01,1e-06,0.1,270.0,0.78397341211226
100.0,0.1,0.01,0.001,0.001,0.1,270.0,0.7935745937961596
100.0,0.1,0.01,0.001,1e-05,0.1,270.0,0.8020679468242246
100.0,0.1,0.01,0.001,1e-06,0.1,270.0,0.8175775480059084
100.0,0.1,0.01,0.0001,1.0,0.1,270.0,0.8053914327917282
100.0,0.1,0.01,0.0001,0.1,0.1,270.0,0.794682422451994
100.0,0.1,0.01,0.0001,1e-06,0.1,270.0,0.7817577548005908
100.0,0.1,0.01,1e-05,0.01,0.1,270.0,0.8028064992614475
100.0,0.1,0.01,1e-06,0.01,0.1,270.0,0.7957902511078286
100.0,0.1,0.01,1e-06,1e-05,0.1,270.0,0.819423929098966
100.0,0.1,0.001,1.0,1e-06,0.1,270.0,0.7861890694239291
100.0,0.1,0.001,0.1,0.1,0.1,270.0,0.7991137370753324
100.0,0.1,0.001,0.01,0.0001,0.1,270.0,0.7939438700147711
100.0,0.1,0.001,0.01,1e-06,0.1,270.0,0.7895125553914328
100.0,0.1,0.001,1e-05,0.0001,0.1,270.0,0.7920974889217134
100.0,0.1,0.001,1e-06,0.01,0.1,270.0,0.7965288035450517
100.0,0.1,0.0001,1.0,1e-06,0.1,270.0,0.8020679468242246
100.0,0.1,0.0001,0.01,0.1,0.1,270.0,0.7832348596750369
100.0,0.1,0.0001,0.001,1.0,0.1,270.0,0.8183161004431314
100.0,0.1,0.0001,1e-05,10.0,0.1,270.0,0.7836041358936484
100.0,0.1,0.0001,1e-05,0.01,0.1,270.0,0.7965288035450517
100.0,0.1,0.0001,1e-06,0.01,0.1,270.0,0.794682422451994
100.0,0.1,0.0001,1e-06,1e-05,0.1,270.0,0.7895125553914328
100.0,0.1,1e-05,0.01,0.001,0.1,270.0,0.7913589364844904
100.0,0.1,1e-05,0.01,0.0001,0.1,270.0,0.784711964549483
100.0,0.1,1e-05,0.001,0.0001,0.1,270.0,0.7872968980797637
100.0,0.1,1e-05,0.001,1e-06,0.1,270.0,0.78397341211226
100.0,0.1,1e-05,0.0001,1.0,0.1,270.0,0.8116691285081241
100.0,0.1,1e-05,0.0001,1e-05,0.1,270.0,0.7836041358936484
100.0,0.1,1e-05,1e-05,0.1,0.1,270.0,0.7806499261447563
100.0,0.1,1e-05,1e-05,0.01,0.1,270.0,0.7806499261447563
100.0,0.1,1e-05,1e-05,0.0001,0.1,270.0,0.7887740029542097
100.0,0.1,1e-05,1e-06,1e-06,0.1,270.0,0.7950516986706057
100.0,0.1,1e-06,1.0,0.01,0.1,270.0,0.802437223042836
100.0,0.1,1e-06,1.0,0.001,0.1,270.0,0.7928360413589365
100.0,0.1,1e-06,1.0,0.0001,0.1,270.0,0.8079763663220089
100.0,0.1,1e-06,1.0,1e-06,0.1,270.0,0.7983751846381093
100.0,0.1,1e-06,0.01,0.1,0.1,270.0,0.803175775480059
100.0,0.1,1e-06,0.001,0.01,0.1,270.0,0.7957902511078286
100.0,0.1,1e-06,0.001,0.001,0.1,270.0,0.7821270310192023
100.0,0.1,1e-06,0.0001,1.0,0.1,270.0,0.7913589364844904
100.0,0.1,1e-06,0.0001,1e-06,0.1,270.0,0.801698670605613
100.0,0.1,1e-06,1e-06,0.1,0.1,270.0,0.7935745937961596
100.0,0.1,1e-06,1e-06,1e-05,0.1,270.0,0.7906203840472673
100.0,0.01,100.0,100.0,1e-05,0.1,270.0,0.7832348596750369
100.0,0.01,10.0,10.0,0.0001,0.1,270.0,0.8124076809453471
100.0,0.01,10.0,10.0,1e-05,0.1,270.0,0.8168389955686853
100.0,0.01,10.0,10.0,1e-06,0.1,270.0,0.827917282127031
100.0,0.01,10.0,1.0,0.001,0.1,270.0,0.7854505169867061
100.0,0.01,10.0,1.0,1e-05,0.1,270.0,0.78397341211226
100.0,0.01,10.0,0.1,0.001,0.1,270.0,0.7821270310192023
100.0,0.01,10.0,0.1,0.0001,0.1,270.0,0.7906203840472673
100.0,0.01,10.0,1e-05,0.1,0.1,270.0,0.7843426883308715
100.0,0.01,1.0,1.0,1e-06,0.1,270.0,0.8005908419497785
100.0,0.01,1.0,0.1,0.01,0.1,270.0,0.7865583456425406
100.0,0.01,1.0,0.01,1e-05,0.1,270.0,0.7906203840472673
100.0,0.01,1.0,0.001,1e-06,0.1,270.0,0.792466765140325
100.0,0.01,1.0,0.0001,0.001,0.1,270.0,0.7906203840472673
100.0,0.01,1.0,0.0001,1e-06,0.1,270.0,0.7980059084194978
100.0,0.01,1.0,1e-05,0.1,0.1,270.0,0.7810192023633677
100.0,0.01,1.0,1e-05,0.01,0.1,270.0,0.7861890694239291
100.0,0.01,1.0,1e-05,0.0001,0.1,270.0,0.7865583456425406
100.0,0.01,1.0,1e-05,1e-05,0.1,270.0,0.7902511078286558
100.0,0.01,1.0,1e-05,1e-06,0.1,270.0,0.7817577548005908
100.0,0.01,1.0,1e-06,0.001,0.1,270.0,0.784711964549483
100.0,0.01,0.1,1.0,0.1,0.1,270.0,0.8098227474150664
100.0,0.01,0.1,0.1,0.001,0.1,270.0,0.7887740029542097
100.0,0.01,0.1,0.001,0.1,0.1,270.0,0.8005908419497785
100.0,0.01,0.1,0.001,0.01,0.1,270.0,0.792466765140325
100.0,0.01,0.1,0.001,0.001,0.1,270.0,0.8142540620384048
100.0,0.01,0.1,0.001,0.0001,0.1,270.0,0.7939438700147711
100.0,0.01,0.1,0.0001,0.001,0.1,270.0,0.7920974889217134
100.0,0.01,0.1,1e-06,1.0,0.1,270.0,0.8445347119645494
100.0,0.01,0.01,1.0,0.001,0.1,270.0,0.8153618906942393
100.0,0.01,0.01,0.1,1e-05,0.1,270.0,0.7802806499261448
100.0,0.01,0.01,0.01,1e-06,0.1,270.0,0.7817577548005908
100.0,0.01,0.01,0.001,1.0,0.1,270.0,0.8253323485967504
100.0,0.01,0.01,0.001,0.1,0.1,270.0,0.8005908419497785
100.0,0.01,0.01,1e-05,0.01,0.1,270.0,0.7884047267355982
100.0,0.01,0.01,1e-05,0.001,0.1,270.0,0.8020679468242246
100.0,0.01,0.01,1e-06,1e-06,0.1,270.0,0.7828655834564254
100.0,0.01,0.001,1.0,0.0001,0.1,270.0,0.7909896602658789
100.0,0.01,0.001,0.1,0.01,0.1,270.0,0.792466765140325
100.0,0.01,0.001,0.001,0.01,0.1,270.0,0.7954209748892171
100.0,0.01,0.001,0.001,0.001,0.1,270.0,0.7954209748892171
100.0,0.01,0.001,0.001,0.0001,0.1,270.0,0.8046528803545052
100.0,0.01,0.001,0.001,1e-06,0.1,270.0,0.8035450516986706
100.0,0.01,0.001,0.0001,1e-06,0.1,270.0,0.8120384047267356
100.0,0.01,0.001,1e-05,0.01,0.1,270.0,0.7832348596750369
100.0,0.01,0.001,1e-05,0.001,0.1,270.0,0.7965288035450517
100.0,0.01,0.0001,0.01,0.1,0.1,270.0,0.8164697193500738
100.0,0.01,0.0001,0.01,1e-06,0.1,270.0,0.7817577548005908
100.0,0.01,0.0001,0.001,0.1,0.1,270.0,0.7998522895125554
100.0,0.01,0.0001,0.001,0.01,0.1,270.0,0.7950516986706057
100.0,0.01,0.0001,0.001,1e-06,0.1,270.0,0.7913589364844904
100.0,0.01,0.0001,0.0001,0.01,0.1,270.0,0.7961595273264401
100.0,0.01,0.0001,0.0001,0.001,0.1,270.0,0.793205317577548
100.0,0.01,0.0001,0.0001,1e-05,0.1,270.0,0.802437223042836
100.0,0.01,0.0001,0.0001,1e-06,0.1,270.0,0.8076070901033974
100.0,0.01,0.0001,1e-06,0.001,0.1,270.0,0.7813884785819794
100.0,0.01,0.0001,1e-06,1e-05,0.1,270.0,0.7806499261447563
100.0,0.01,1e-05,0.1,0.1,0.1,270.0,0.8079763663220089
100.0,0.01,1e-05,0.1,1e-06,0.1,270.0,0.78397341211226
100.0,0.01,1e-05,0.01,1.0,0.1,270.0,0.8260709010339734
100.0,0.01,1e-05,0.001,1.0,0.1,270.0,0.8142540620384048
100.0,0.01,1e-05,0.001,0.1,0.1,270.0,0.8005908419497785
100.0,0.01,1e-05,0.001,0.0001,0.1,270.0,0.80096011816839
100.0,0.01,1e-05,1e-05,0.1,0.1,270.0,0.7961595273264401
100.0,0.01,1e-05,1e-05,0.001,0.1,270.0,0.8042836041358936
100.0,0.01,1e-05,1e-05,0.0001,0.1,270.0,0.7832348596750369
100.0,0.01,1e-05,1e-06,0.001,0.1,270.0,0.808714918759232
100.0,0.01,1e-06,1.0,0.001,0.1,270.0,0.8042836041358936
100.0,0.01,1e-06,0.1,1e-05,0.1,270.0,0.8057607090103397
100.0,0.01,1e-06,0.001,1e-06,0.1,270.0,0.80096011816839
100.0,0.01,1e-06,1e-06,0.1,0.1,270.0,0.8002215657311669
100.0,0.01,1e-06,1e-06,0.001,0.1,270.0,0.7898818316100443
100.0,0.001,100.0,100.0,1e-06,0.1,270.0,0.784711964549483
100.0,0.001,10.0,1.0,0.0001,0.1,270.0,0.8068685376661743
100.0,0.001,10.0,1.0,1e-05,0.1,270.0,0.7884047267355982
100.0,0.001,1.0,1.0,0.1,0.1,270.0,0.7909896602658789
100.0,0.001,1.0,1.0,0.01,0.1,270.0,0.7991137370753324
100.0,0.001,1.0,1.0,1e-06,0.1,270.0,0.7872968980797637
100.0,0.001,1.0,0.1,0.001,0.1,270.0,0.784711964549483
100.0,0.001,1.0,0.01,0.0001,0.1,270.0,0.7935745937961596
100.0,0.001,1.0,0.001,0.1,0.1,270.0,0.7836041358936484
100.0,0.001,1.0,0.0001,0.1,0.1,270.0,0.8013293943870015
100.0,0.001,1.0,0.0001,0.001,0.1,270.0,0.7876661742983752
100.0,0.001,1.0,0.0001,1e-05,0.1,270.0,0.7891432791728212
100.0,0.001,1.0,0.0001,1e-06,0.1,270.0,0.8079763663220089
100.0,0.001,1.0,1e-05,0.001,0.1,270.0,0.7943131462333826
100.0,0.001,1.0,1e-05,0.0001,0.1,270.0,0.7994830132939439
100.0,0.001,0.1,1.0,0.0001,0.1,270.0,0.7828655834564254
100.0,0.001,0.1,1.0,1e-06,0.1,270.0,0.7972673559822747
100.0,0.001,0.1,0.1,1e-05,0.1,270.0,0.7920974889217134
100.0,0.001,0.1,0.01,0.01,0.1,270.0,0.8013293943870015
100.0,0.001,0.1,0.01,1e-05,0.1,270.0,0.7998522895125554
100.0,0.001,0.1,0.001,0.001,0.1,270.0,0.7865583456425406
100.0,0.001,0.1,0.001,1e-05,0.1,270.0,0.7913589364844904
100.0,0.001,0.1,0.0001,1.0,0.1,270.0,0.8057607090103397
100.0,0.001,0.1,1e-05,0.1,0.1,270.0,0.7824963072378139
100.0,0.001,0.1,1e-05,0.0001,0.1,270.0,0.8098227474150664
100.0,0.001,0.1,1e-05,1e-06,0.1,270.0,0.7987444608567208
100.0,0.001,0.1,1e-06,0.01,0.1,270.0,0.7850812407680945
100.0,0.001,0.01,1.0,0.0001,0.1,270.0,0.7917282127031019
100.0,0.001,0.01,0.01,0.01,0.1,270.0,0.7817577548005908
100.0,0.001,0.01,0.01,1e-05,0.1,270.0,0.810192023633678
100.0,0.001,0.01,0.01,1e-06,0.1,270.0,0.7884047267355982
100.0,0.001,0.01,0.0001,0.01,0.1,270.0,0.7810192023633677
100.0,0.001,0.01,1e-05,0.01,0.1,270.0,0.8005908419497785
100.0,0.001,0.01,1e-06,0.001,0.1,270.0,0.7913589364844904
100.0,0.001,0.01,1e-06,0.0001,0.1,270.0,0.7991137370753324
100.0,0.001,0.01,1e-06,1e-06,0.1,270.0,0.7872968980797637
100.0,0.001,0.001,0.1,0.1,0.1,270.0,0.7887740029542097
100.0,0.001,0.001,0.1,0.01,0.1,270.0,0.7961595273264401
100.0,0.001,0.001,0.1,1e-05,0.1,270.0,0.8090841949778435
100.0,0.001,0.001,0.01,0.1,0.1,270.0,0.7920974889217134
100.0,0.001,0.001,0.01,1e-06,0.1,270.0,0.8050221565731167
100.0,0.001,0.001,0.001,0.0001,0.1,270.0,0.7806499261447563
100.0,0.001,0.001,0.0001,0.001,0.1,270.0,0.7920974889217134
100.0,0.001,0.001,0.0001,1e-06,0.1,270.0,0.7821270310192023
100.0,0.001,0.001,1e-05,1e-06,0.1,270.0,0.7858197932053176
100.0,0.001,0.0001,1.0,0.01,0.1,270.0,0.8042836041358936
100.0,0.001,0.0001,0.1,0.01,0.1,270.0,0.7876661742983752
100.0,0.001,0.0001,0.01,0.1,0.1,270.0,0.8050221565731167
100.0,0.001,0.0001,0.001,0.001,0.1,270.0,0.7950516986706057
100.0,0.001,0.0001,0.001,1e-06,0.1,270.0,0.792466765140325
100.0,0.001,0.0001,0.0001,0.1,0.1,270.0,0.793205317577548
100.0,0.001,0.0001,0.0001,0.0001,0.1,270.0,0.8005908419497785
100.0,0.001,0.0001,1e-05,1.0,0.1,270.0,0.8076070901033974
100.0,0.001,0.0001,1e-05,0.1,0.1,270.0,0.7906203840472673
100.0,0.001,1e-05,0.1,1e-05,0.1,270.0,0.7943131462333826
100.0,0.001,1e-05,0.1,1e-06,0.1,270.0,0.7884047267355982
100.0,0.001,1e-05,0.01,1e-05,0.1,270.0,0.7994830132939439
100.0,0.001,1e-05,0.001,0.001,0.1,270.0,0.7961595273264401
100.0,0.001,1e-05,1e-05,0.01,0.1,270.0,0.7928360413589365
100.0,0.001,1e-05,1e-06,0.1,0.1,270.0,0.7861890694239291
100.0,0.001,1e-05,1e-06,0.01,0.1,270.0,0.7865583456425406
100.0,0.001,1e-06,1.0,0.001,0.1,270.0,0.7983751846381093
100.0,0.001,1e-06,1.0,0.0001,0.1,270.0,0.7810192023633677
100.0,0.001,1e-06,1.0,1e-06,0.1,270.0,0.7872968980797637
100.0,0.001,1e-06,0.01,1e-05,0.1,270.0,0.7817577548005908
100.0,0.001,1e-06,0.001,0.01,0.1,270.0,0.7824963072378139
100.0,0.001,1e-06,0.0001,0.001,0.1,270.0,0.7895125553914328
100.0,0.001,1e-06,0.0001,1e-06,0.1,270.0,0.7810192023633677
100.0,0.001,1e-06,1e-05,0.1,0.1,270.0,0.7872968980797637
100.0,0.001,1e-06,1e-05,1e-06,0.1,270.0,0.8079763663220089
100.0,0.0001,100.0,100.0,1.0,0.1,270.0,0.7806499261447563
100.0,0.0001,10.0,1.0,0.1,0.1,270.0,0.7972673559822747
100.0,0.0001,10.0,0.1,1e-06,0.1,270.0,0.78397341211226
100.0,0.0001,1.0,1.0,0.1,0.1,270.0,0.7913589364844904
100.0,0.0001,1.0,1.0,0.01,0.1,270.0,0.7983751846381093
100.0,0.0001,1.0,0.01,0.1,0.1,270.0,0.7810192023633677
100.0,0.0001,1.0,0.001,0.1,0.1,270.0,0.7943131462333826
100.0,0.0001,1.0,0.001,1e-06,0.1,270.0,0.7895125553914328
100.0,0.0001,1.0,0.0001,0.01,0.1,270.0,0.7854505169867061
100.0,0.0001,1.0,0.0001,0.0001,0.1,270.0,0.7898818316100443
100.0,0.0001,1.0,0.0001,1e-05,0.1,270.0,0.7972673559822747
100.0,0.0001,1.0,0.0001,1e-06,0.1,270.0,0.7854505169867061
100.0,0.0001,1.0,1e-05,1e-06,0.1,270.0,0.784711964549483
100.0,0.0001,1.0,1e-06,0.1,0.1,270.0,0.7869276218611522
100.0,0.0001,1.0,1e-06,0.01,0.1,270.0,0.7824963072378139
100.0,0.0001,1.0,1e-06,0.001,0.1,270.0,0.7869276218611522
100.0,0.0001,0.1,1.0,0.1,0.1,270.0,0.8002215657311669
100.0,0.0001,0.1,1.0,1e-06,0.1,270.0,0.7943131462333826
100.0,0.0001,0.1,0.1,0.1,0.1,270.0,0.7976366322008862
100.0,0.0001,0.1,0.1,1e-06,0.1,270.0,0.7872968980797637
100.0,0.0001,0.1,0.0001,1e-05,0.1,270.0,0.7850812407680945
100.0,0.0001,0.1,0.0001,1e-06,0.1,270.0,0.8124076809453471
100.0,0.0001,0.1,1e-05,0.001,0.1,270.0,0.7909896602658789
100.0,0.0001,0.1,1e-05,1e-06,0.1,270.0,0.8053914327917282
100.0,0.0001,0.1,1e-06,0.1,0.1,270.0,0.8164697193500738
100.0,0.0001,0.01,1.0,0.01,0.1,270.0,0.8002215657311669
100.0,0.0001,0.01,1.0,1e-06,0.1,270.0,0.7998522895125554
100.0,0.0001,0.01,0.1,0.0001,0.1,270.0,0.7832348596750369
100.0,0.0001,0.01,0.01,0.1,0.1,270.0,0.8064992614475628
100.0,0.0001,0.01,0.01,0.01,0.1,270.0,0.7954209748892171
100.0,0.0001,0.01,0.01,1e-05,0.1,270.0,0.8002215657311669
100.0,0.0001,0.01,0.001,1e-05,0.1,270.0,0.794682422451994
100.0,0.0001,0.01,0.0001,0.01,0.1,270.0,0.792466765140325
100.0,0.0001,0.01,0.0001,0.0001,0.1,270.0,0.7983751846381093
100.0,0.0001,0.01,1e-05,0.1,0.1,270.0,0.7902511078286558
100.0,0.0001,0.01,1e-05,1e-06,0.1,270.0,0.793205317577548
100.0,0.0001,0.001,0.1,0.1,0.1,270.0,0.8013293943870015
100.0,0.0001,0.001,0.1,0.01,0.1,270.0,0.78397341211226
100.0,0.0001,0.001,0.1,1e-05,0.1,270.0,0.8002215657311669
100.0,0.0001,0.001,0.01,1e-05,0.1,270.0,0.802437223042836
100.0,0.0001,0.001,0.001,1e-05,0.1,270.0,0.7802806499261448
100.0,0.0001,0.001,0.0001,0.1,0.1,270.0,0.7884047267355982
100.0,0.0001,0.001,0.0001,0.0001,0.1,270.0,0.7817577548005908
100.0,0.0001,0.001,0.0001,1e-06,0.1,270.0,0.8064992614475628
100.0,0.0001,0.001,1e-06,1.0,0.1,270.0,0.8323485967503693
100.0,0.0001,0.001,1e-06,0.01,0.1,270.0,0.8035450516986706
100.0,0.0001,0.001,1e-06,0.001,0.1,270.0,0.7928360413589365
100.0,0.0001,0.001,1e-06,1e-05,0.1,270.0,0.7887740029542097
100.0,0.0001,0.0001,1.0,0.1,0.1,270.0,0.7880354505169868
100.0,0.0001,0.0001,1.0,0.0001,0.1,270.0,0.7972673559822747
100.0,0.0001,0.0001,1.0,1e-06,0.1,270.0,0.7972673559822747
100.0,0.0001,0.0001,0.01,0.01,0.1,270.0,0.7821270310192023
100.0,0.0001,0.0001,0.01,0.001,0.1,270.0,0.784711964549483
100.0,0.0001,0.0001,0.01,0.0001,0.1,270.0,0.8002215657311669
100.0,0.0001,0.0001,0.0001,1.0,0.1,270.0,0.8005908419497785
100.0,0.0001,0.0001,0.0001,0.1,0.1,270.0,0.7976366322008862
100.0,0.0001,0.0001,0.0001,0.0001,0.1,270.0,0.7872968980797637
100.0,0.0001,0.0001,1e-05,0.001,0.1,270.0,0.8042836041358936
100.0,0.0001,0.0001,1e-05,0.0001,0.1,270.0,0.802437223042836
100.0,0.0001,0.0001,1e-06,0.001,0.1,270.0,0.7928360413589365
100.0,0.0001,0.0001,1e-06,1e-05,0.1,270.0,0.8046528803545052
100.0,0.0001,1e-05,1.0,0.001,0.1,270.0,0.7854505169867061
100.0,0.0001,1e-05,0.01,0.1,0.1,270.0,0.7906203840472673
100.0,0.0001,1e-05,0.01,0.01,0.1,270.0,0.7987444608567208
100.0,0.0001,1e-05,0.01,0.001,0.1,270.0,0.8090841949778435
100.0,0.0001,1e-05,0.001,0.0001,0.1,270.0,0.8072378138847858
100.0,0.0001,1e-05,0.001,1e-05,0.1,270.0,0.7954209748892171
100.0,0.0001,1e-05,0.0001,0.1,0.1,270.0,0.7884047267355982
100.0,0.0001,1e-05,0.0001,0.01,0.1,270.0,0.7880354505169868
100.0,0.0001,1e-05,1e-05,0.001,0.1,270.0,0.8039143279172821
100.0,0.0001,1e-05,1e-05,1e-05,0.1,270.0,0.8046528803545052
100.0,0.0001,1e-05,1e-05,1e-06,0.1,270.0,0.784711964549483
100.0,0.0001,1e-06,0.1,1e-05,0.1,270.0,0.7994830132939439
100.0,0.0001,1e-06,0.001,0.1,0.1,270.0,0.7869276218611522
100.0,0.0001,1e-06,0.001,0.01,0.1,270.0,0.7950516986706057
100.0,0.0001,1e-06,0.0001,1e-06,0.1,270.0,0.7876661742983752
100.0,0.0001,1e-06,1e-05,0.001,0.1,270.0,0.7906203840472673
100.0,0.0001,1e-06,1e-06,0.01,0.1,270.0,0.7828655834564254
100.0,1e-05,10.0,0.001,1e-06,0.1,270.0,0.7824963072378139
100.0,1e-05,1.0,1.0,0.01,0.1,270.0,0.7961595273264401
100.0,1e-05,1.0,0.001,0.01,0.1,270.0,0.7983751846381093
100.0,1e-05,1.0,0.0001,0.1,0.1,270.0,0.78397341211226
100.0,1e-05,1.0,0.0001,1e-05,0.1,270.0,0.80096011816839
100.0,1e-05,1.0,1e-05,0.0001,0.1,270.0,0.7950516986706057
100.0,1e-05,1.0,1e-05,1e-06,0.1,270.0,0.7954209748892171
100.0,1e-05,1.0,1e-06,0.1,0.1,270.0,0.7876661742983752
100.0,1e-05,1.0,1e-06,0.01,0.1,270.0,0.8039143279172821
100.0,1e-05,1.0,1e-06,0.0001,0.1,270.0,0.7913589364844904
100.0,1e-05,1.0,1e-06,1e-05,0.1,270.0,0.793205317577548
100.0,1e-05,0.1,1.0,1e-06,0.1,270.0,0.792466765140325
100.0,1e-05,0.1,0.1,0.01,0.1,270.0,0.7891432791728212
100.0,1e-05,0.1,0.01,1e-06,0.1,270.0,0.7976366322008862
100.0,1e-05,0.1,0.001,1e-05,0.1,270.0,0.8057607090103397
100.0,1e-05,0.1,0.001,1e-06,0.1,270.0,0.7861890694239291
100.0,1e-05,0.1,0.0001,0.001,0.1,270.0,0.7998522895125554
100.0,1e-05,0.1,1e-05,0.1,0.1,270.0,0.78397341211226
100.0,1e-05,0.01,0.1,1e-05,0.1,270.0,0.7869276218611522
100.0,1e-05,0.01,0.01,0.1,0.1,270.0,0.8042836041358936
100.0,1e-05,0.01,0.01,0.0001,0.1,270.0,0.7980059084194978
100.0,1e-05,0.01,0.001,1e-06,0.1,270.0,0.7943131462333826
100.0,1e-05,0.01,0.0001,0.1,0.1,270.0,0.8112998522895125
100.0,1e-05,0.01,0.0001,0.0001,0.1,270.0,0.7869276218611522
100.0,1e-05,0.01,1e-05,0.01,0.1,270.0,0.7939438700147711
100.0,1e-05,0.01,1e-06,1.0,0.1,270.0,0.8275480059084195
100.0,1e-05,0.001,1.0,0.001,0.1,270.0,0.7902511078286558
100.0,1e-05,0.001,0.01,1.0,0.1,270.0,0.8319793205317577
100.0,1e-05,0.001,0.0001,0.001,0.1,270.0,0.801698670605613
100.0,1e-05,0.001,1e-05,1.0,0.1,270.0,0.8423190546528804
100.0,1e-05,0.001,1e-05,1e-06,0.1,270.0,0.7935745937961596
100.0,1e-05,0.001,1e-06,0.0001,0.1,270.0,0.8005908419497785
100.0,1e-05,0.001,1e-06,1e-06,0.1,270.0,0.7917282127031019
100.0,1e-05,0.0001,1.0,0.1,0.1,270.0,0.794682422451994
100.0,1e-05,0.0001,1.0,1e-06,0.1,270.0,0.7895125553914328
100.0,1e-05,0.0001,0.1,0.01,0.1,270.0,0.7972673559822747
100.0,1e-05,0.0001,0.1,0.0001,0.1,270.0,0.784711964549483
100.0,1e-05,0.0001,1e-05,0.0001,0.1,270.0,0.7994830132939439
100.0,1e-05,0.0001,1e-06,0.001,0.1,270.0,0.8223781388478582
100.0,1e-05,1e-05,0.1,0.1,0.1,270.0,0.7987444608567208
100.0,1e-05,1e-05,0.001,0.01,0.1,270.0,0.7935745937961596
100.0,1e-05,1e-06,0.1,0.1,0.1,270.0,0.7939438700147711
100.0,1e-05,1e-06,0.1,0.01,0.1,270.0,0.7943131462333826
100.0,1e-05,1e-06,0.1,0.001,0.1,270.0,0.7943131462333826
100.0,1e-05,1e-06,0.1,1e-05,0.1,270.0,0.7913589364844904
100.0,1e-05,1e-06,0.01,0.001,0.1,270.0,0.7810192023633677
100.0,1e-05,1e-06,0.001,0.0001,0.1,270.0,0.7813884785819794
100.0,1e-05,1e-06,0.001,1e-06,0.1,270.0,0.7872968980797637
100.0,1e-05,1e-06,1e-05,0.01,0.1,270.0,0.7898818316100443
100.0,1e-05,1e-06,1e-05,0.001,0.1,270.0,0.792466765140325
100.0,1e-05,1e-06,1e-06,1.0,0.1,270.0,0.8238552437223042
100.0,1e-05,1e-06,1e-06,0.1,0.1,270.0,0.7954209748892171
100.0,1e-06,100.0,0.01,0.01,0.1,270.0,0.7891432791728212
100.0,1e-06,10.0,1.0,0.01,0.1,270.0,0.792466765140325
100.0,1e-06,10.0,1.0,0.001,0.1,270.0,0.7836041358936484
100.0,1e-06,10.0,0.1,1e-05,0.1,270.0,0.7865583456425406
100.0,1e-06,10.0,0.0001,0.0001,0.1,270.0,0.7828655834564254
100.0,1e-06,1.0,0.1,0.001,0.1,270.0,0.8005908419497785
100.0,1e-06,1.0,0.1,1e-06,0.1,270.0,0.7968980797636632
100.0,1e-06,1.0,0.01,1e-05,0.1,270.0,0.7891432791728212
100.0,1e-06,1.0,0.001,0.1,0.1,270.0,0.7850812407680945
100.0,1e-06,1.0,0.001,0.0001,0.1,270.0,0.7976366322008862
100.0,1e-06,1.0,0.001,1e-05,0.1,270.0,0.7817577548005908
100.0,1e-06,1.0,0.0001,0.1,0.1,270.0,0.7861890694239291
100.0,1e-06,1.0,0.0001,0.001,0.1,270.0,0.7909896602658789
100.0,1e-06,1.0,1e-06,1.0,0.1,270.0,0.829394387001477
100.0,1e-06,1.0,1e-06,0.0001,0.1,270.0,0.7876661742983752
100.0,1e-06,0.1,1.0,1e-05,0.1,270.0,0.7836041358936484
100.0,1e-06,0.1,0.1,0.01,0.1,270.0,0.7994830132939439
100.0,1e-06,0.1,0.01,0.1,0.1,270.0,0.8002215657311669
100.0,1e-06,0.1,0.01,0.001,0.1,270.0,0.808714918759232
100.0,1e-06,0.1,0.01,0.0001,0.1,270.0,0.8079763663220089
100.0,1e-06,0.1,1e-06,0.01,0.1,270.0,0.7898818316100443
100.0,1e-06,0.1,1e-06,0.001,0.1,270.0,0.8028064992614475
100.0,1e-06,0.1,1e-06,1e-05,0.1,270.0,0.794682422451994
100.0,1e-06,0.01,1.0,0.001,0.1,270.0,0.7994830132939439
100.0,1e-06,0.01,0.01,0.0001,0.1,270.0,0.7935745937961596
100.0,1e-06,0.01,0.001,0.1,0.1,270.0,0.8079763663220089
100.0,1e-06,0.01,0.0001,0.0001,0.1,270.0,0.8079763663220089
100.0,1e-06,0.01,0.0001,1e-05,0.1,270.0,0.7832348596750369
100.0,1e-06,0.001,0.01,0.01,0.1,270.0,0.8064992614475628
100.0,1e-06,0.001,0.01,1e-06,0.1,270.0,0.7980059084194978
100.0,1e-06,0.001,0.001,1e-05,0.1,270.0,0.8216395864106352
100.0,1e-06,0.001,1e-05,0.1,0.1,270.0,0.7824963072378139
100.0,1e-06,0.001,1e-05,1e-05,0.1,270.0,0.8020679468242246
100.0,1e-06,0.001,1e-06,1.0,0.1,270.0,0.8175775480059084
100.0,1e-06,0.001,1e-06,0.001,0.1,270.0,0.8005908419497785
100.0,1e-06,0.001,1e-06,0.0001,0.1,270.0,0.78397341211226
100.0,1e-06,0.001,1e-06,1e-05,0.1,270.0,0.8002215657311669
100.0,1e-06,0.0001,1.0,0.1,0.1,270.0,0.784711964549483
100.0,1e-06,0.0001,0.1,0.01,0.1,270.0,0.7976366322008862
100.0,1e-06,0.0001,0.01,1e-05,0.1,270.0,0.8138847858197932
100.0,1e-06,0.0001,0.001,0.001,0.1,270.0,0.7836041358936484
100.0,1e-06,0.0001,0.0001,0.0001,0.1,270.0,0.7828655834564254
